SBST18N,state,AGGFLG18,SBSTA18N,SBST18,SBSTAG18,county,SBSTFG18
South Central,20,0,,3,,77,1
South Central,20,0,,3,,79,1
Southwest,20,0,,5,,81,1
Southwest,20,0,,5,,83,1
Northeast,20,0,,1,,85,1
Northeast,20,0,,1,,87,1
Northwest and North Central,20,0,,2,,89,1
Northeast,20,0,,1,,91,1
Southwest,20,0,,5,,93,1
South Central,20,0,,3,,95,1
Southwest,20,0,,5,,97,1
Southeast,20,0,,4,,99,1
Southwest,20,0,,5,,101,1
Northeast,20,0,,1,,103,1
Northwest and North Central,20,0,,2,,105,1
Southeast,20,0,,4,,107,1
Northwest and North Central,20,0,,2,,109,1
Northeast,20,0,,1,,111,1
South Central,20,0,,3,,113,1
South Central,20,0,,3,,115,1
Northeast,20,0,,1,,117,1
Southwest,20,0,,5,,119,1
Northeast,20,0,,1,,121,1
Northwest and North Central,20,0,,2,,123,1
Southeast,20,0,,4,,125,1
Northeast,20,0,,1,,127,1
Southwest,20,0,,5,,129,1
Northeast,20,0,,1,,131,1
Southeast,20,0,,4,,133,1
Southwest,20,0,,5,,135,1
Northwest and North Central,20,0,,2,,137,1
Northeast,20,0,,1,,139,1
Northwest and North Central,20,0,,2,,141,1
Northwest and North Central,20,0,,2,,143,1
Southwest,20,0,,5,,145,1
Northwest and North Central,20,0,,2,,147,1
Northeast,20,0,,1,,149,1
South Central,20,0,,3,,151,1
Northwest and North Central,20,0,,2,,153,1
South Central,20,0,,3,,155,1
Northwest and North Central,20,0,,2,,157,1
South Central,20,0,,3,,159,1
Northeast,20,0,,1,,161,1
Northwest and North Central,20,0,,2,,163,1
Southwest,20,0,,5,,165,1
Northwest and North Central,20,0,,2,,167,1
Northwest and North Central,20,0,,2,,169,1
Southwest,20,0,,5,,171,1
South Central,20,0,,3,,173,1
Southwest,20,0,,5,,175,1
Northeast,20,0,,1,,177,1
Northwest and North Central,20,0,,2,,179,1
Northwest and North Central,20,0,,2,,181,1
Northwest and North Central,20,0,,2,,183,1
South Central,20,0,,3,,185,1
Southwest,20,0,,5,,187,1
Southwest,20,0,,5,,189,1
South Central,20,0,,3,,191,1
Northwest and North Central,20,0,,2,,193,1
Northwest and North Central,20,0,,2,,195,1
Northeast,20,0,,1,,197,1
Northwest and North Central,20,0,,2,,199,1
Northwest and North Central,20,0,,2,,201,1
Southwest,20,0,,5,,203,1
Southeast,20,0,,4,,205,1
Southeast,20,0,,4,,207,1
Northeast,20,0,,1,,209,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,1,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,3,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,5,1
Four Rivers and Pennyroyal,21,0,,5,,7,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,9,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,11,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,13,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,15,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,17,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,19,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,21,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,23,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,25,1
Communicare and River Valley,21,0,,4,,27,1
Centerstone,21,0,,3,,29,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,31,1
Four Rivers and Pennyroyal,21,0,,5,,33,1
Four Rivers and Pennyroyal,21,0,,5,,35,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,37,1
Four Rivers and Pennyroyal,21,0,,5,,39,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,41,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,43,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,45,1
Four Rivers and Pennyroyal,21,0,,5,,47,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,49,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,51,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,53,1
Four Rivers and Pennyroyal,21,0,,5,,55,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,57,1
Communicare and River Valley,21,0,,4,,59,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,61,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,63,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,65,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,67,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,69,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,71,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,73,1
Four Rivers and Pennyroyal,21,0,,5,,75,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,77,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,79,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,81,1
Four Rivers and Pennyroyal,21,0,,5,,83,1
Communicare and River Valley,21,0,,4,,85,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,87,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,89,1
Communicare and River Valley,21,0,,4,,91,1
Communicare and River Valley,21,0,,4,,93,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,95,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,97,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,99,1
Communicare and River Valley,21,0,,4,,101,1
Centerstone,21,0,,3,,103,1
Four Rivers and Pennyroyal,21,0,,5,,105,1
Four Rivers and Pennyroyal,21,0,,5,,107,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,109,1
Centerstone,21,0,,3,,111,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,113,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,115,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,117,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,119,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,121,1
Communicare and River Valley,21,0,,4,,123,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,125,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,127,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,129,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,131,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,133,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,135,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,137,1
Four Rivers and Pennyroyal,21,0,,5,,139,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,141,1
Four Rivers and Pennyroyal,21,0,,5,,143,1
Four Rivers and Pennyroyal,21,0,,5,,145,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,147,1
Communicare and River Valley,21,0,,4,,149,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,151,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,153,1
Communicare and River Valley,21,0,,4,,155,1
Four Rivers and Pennyroyal,21,0,,5,,157,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,159,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,161,1
Communicare and River Valley,21,0,,4,,163,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,165,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,167,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,169,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,171,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,173,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,175,1
Four Rivers and Pennyroyal,21,0,,5,,177,1
Communicare and River Valley,21,0,,4,,179,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,181,1
Communicare and River Valley,21,0,,4,,183,1
Centerstone,21,0,,3,,185,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,187,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,189,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,191,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,193,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,195,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,197,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,199,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,201,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,203,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,205,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,207,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,209,1
Centerstone,21,0,,3,,211,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,213,1
Centerstone,21,0,,3,,215,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,217,1
Four Rivers and Pennyroyal,21,0,,5,,219,1
Four Rivers and Pennyroyal,21,0,,5,,221,1
Centerstone,21,0,,3,,223,1
Communicare and River Valley,21,0,,4,,225,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,227,1
Communicare and River Valley,21,0,,4,,229,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,231,1
Communicare and River Valley,21,0,,4,,233,1
"Adanta, Cumberland River, and Lifeskills",21,0,,1,,235,1
"Kentucky River, Mountain, and Pathways",21,0,,6,,237,1
"Bluegrass, Comprehend, and North Key",21,0,,2,,239,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,1,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,3,1
Regions 2 and 9,22,0,Regions 2 and 9,4,3,5,1
Region 3,22,0,Region 3,3,1,7,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,9,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,11,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,13,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,15,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,17,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,19,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,21,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,23,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,25,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,27,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,29,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,31,1
Regions 2 and 9,22,0,Regions 2 and 9,4,3,33,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,35,1
Regions 2 and 9,22,0,Regions 2 and 9,4,3,37,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,39,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,41,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,43,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,45,1
Regions 2 and 9,22,0,Regions 2 and 9,4,3,47,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,49,1
Region 10 (Jefferson),22,1,Regions 1 and 10,2,2,51,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,53,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,55,1
Region 3,22,0,Region 3,3,1,57,1
"Regions 4, 5, and 6",22,0,"Regions 4, 5, and 6",5,4,59,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,61,1
Regions 2 and 9,22,0,Regions 2 and 9,4,3,63,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,65,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,67,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,69,1
Region 1,22,1,Regions 1 and 10,1,2,71,1
Regions 7 and 8,22,0,Regions 7 and 8,6,5,73,1
Region 1,22,1,Regions 1 and 10,1,2,75,1
