SBST18N,state,AGGFLG18,SBSTA18N,SBST18,SBSTAG18,county,SBSTFG18
Region 2,46,0,,2,,55,1
Region 3,46,0,,3,,57,1
Region 2,46,0,,2,,59,1
Region 4,46,0,,4,,61,1
Region 1,46,0,,1,,63,1
Region 2,46,0,,2,,65,1
Region 4,46,0,,4,,67,1
Region 2,46,0,,2,,69,1
Region 1,46,0,,1,,71,1
Region 4,46,0,,4,,73,1
Region 2,46,0,,2,,75,1
Region 3,46,0,,3,,77,1
Region 3,46,0,,3,,79,1
Region 1,46,0,,1,,81,1
Region 5,46,0,,5,,83,1
Region 2,46,0,,2,,85,1
Region 5,46,0,,5,,87,1
Region 3,46,0,,3,,89,1
Region 3,46,0,,3,,91,1
Region 1,46,0,,1,,93,1
Region 2,46,0,,2,,95,1
Region 4,46,0,,4,,97,1
Region 5,46,0,,5,,99,1
Region 3,46,0,,3,,101,1
Region 1,46,0,,1,,103,1
Region 1,46,0,,1,,105,1
Region 2,46,0,,2,,107,1
Region 3,46,0,,3,,109,1
Region 4,46,0,,4,,111,1
Region 1,46,0,,1,,113,1
Region 3,46,0,,3,,115,1
Region 2,46,0,,2,,117,1
Region 2,46,0,,2,,119,1
Region 2,46,0,,2,,121,1
Region 2,46,0,,2,,123,1
Region 5,46,0,,5,,125,1
Region 4,46,0,,4,,127,1
Region 2,46,0,,2,,129,1
Region 4,46,0,,4,,135,1
Region 2,46,0,,2,,137,1
Region 2,47,0,,2,,1,1
Region 5,47,0,,5,,3,1
Region 6,47,0,,6,,5,1
Region 3,47,0,,3,,7,1
Region 2,47,0,,2,,9,1
Region 3,47,0,,3,,11,1
Region 2,47,0,,2,,13,1
Region 5,47,0,,5,,15,1
Region 6,47,0,,6,,17,1
Region 1,47,0,,1,,19,1
Region 5,47,0,,5,,21,1
Region 6,47,0,,6,,23,1
Region 2,47,0,,2,,25,1
Region 3,47,0,,3,,27,1
Region 2,47,0,,2,,29,1
Region 5,47,0,,5,,31,1
Region 6,47,0,,6,,33,1
Region 3,47,0,,3,,35,1
Region 4 (Davidson),47,0,,4,,37,1
Region 6,47,0,,6,,39,1
Region 3,47,0,,3,,41,1
Region 5,47,0,,5,,43,1
Region 6,47,0,,6,,45,1
Region 6,47,0,,6,,47,1
Region 3,47,0,,3,,49,1
Region 5,47,0,,5,,51,1
Region 6,47,0,,6,,53,1
Region 5,47,0,,5,,55,1
Region 2,47,0,,2,,57,1
Region 1,47,0,,1,,59,1
Region 3,47,0,,3,,61,1
Region 2,47,0,,2,,63,1
Region 3,47,0,,3,,65,1
Region 1,47,0,,1,,67,1
Region 6,47,0,,6,,69,1
Region 6,47,0,,6,,71,1
Region 1,47,0,,1,,73,1
Region 6,47,0,,6,,75,1
Region 6,47,0,,6,,77,1
Region 6,47,0,,6,,79,1
Region 5,47,0,,5,,81,1
Region 5,47,0,,5,,83,1
Region 5,47,0,,5,,85,1
Region 3,47,0,,3,,87,1
Region 2,47,0,,2,,89,1
Region 1,47,0,,1,,91,1
Region 2,47,0,,2,,93,1
Region 6,47,0,,6,,95,1
Region 6,47,0,,6,,97,1
Region 5,47,0,,5,,99,1
Region 5,47,0,,5,,101,1
Region 5,47,0,,5,,103,1
Region 2,47,0,,2,,105,1
Region 3,47,0,,3,,107,1
Region 6,47,0,,6,,109,1
Region 3,47,0,,3,,111,1
Region 6,47,0,,6,,113,1
Region 3,47,0,,3,,115,1
Region 5,47,0,,5,,117,1
Region 5,47,0,,5,,119,1
Region 3,47,0,,3,,121,1
Region 2,47,0,,2,,123,1
Region 5,47,0,,5,,125,1
Region 5,47,0,,5,,127,1
Region 2,47,0,,2,,129,1
Region 6,47,0,,6,,131,1
Region 3,47,0,,3,,133,1
Region 5,47,0,,5,,135,1
Region 3,47,0,,3,,137,1
Region 3,47,0,,3,,139,1
Region 3,47,0,,3,,141,1
Region 3,47,0,,3,,143,1
Region 2,47,0,,2,,145,1
Region 5,47,0,,5,,147,1
Region 5,47,0,,5,,149,1
Region 2,47,0,,2,,151,1
Region 3,47,0,,3,,153,1
Region 2,47,0,,2,,155,1
Region 7 (Shelby),47,0,,7,,157,1
Region 3,47,0,,3,,159,1
Region 5,47,0,,5,,161,1
Region 1,47,0,,1,,163,1
Region 5,47,0,,5,,165,1
Region 6,47,0,,6,,167,1
Region 5,47,0,,5,,169,1
Region 1,47,0,,1,,171,1
Region 2,47,0,,2,,173,1
Region 3,47,0,,3,,175,1
Region 3,47,0,,3,,177,1
Region 1,47,0,,1,,179,1
Region 5,47,0,,5,,181,1
Region 6,47,0,,6,,183,1
Region 3,47,0,,3,,185,1
Region 5,47,0,,5,,187,1
Region 5,47,0,,5,,189,1
Region 4,48,0,Region 4,8,6,1,1
Region 9,48,0,Region 9,15,11,3,1
Region 5,48,0,Region 5,9,7,5,1
Region 11abd,48,1,Region 11,3,3,7,1
Region 2,48,0,Region 2,5,4,9,1
Region 1,48,0,Region 1,1,1,11,1
Region 8,48,0,Region 8,14,10,13,1
Region 6a,48,1,Region 6,10,8,15,1
Region 1,48,0,Region 1,1,1,17,1
Region 8,48,0,Region 8,14,10,19,1
Region 7a,48,1,Region 7,12,9,21,1
Region 2,48,0,Region 2,5,4,23,1
Region 11abd,48,1,Region 11,3,3,25,1
Region 7bcd,48,1,Region 7,13,9,27,1
Region 8,48,0,Region 8,14,10,29,1
Region 7a,48,1,Region 7,12,9,31,1
Region 9,48,0,Region 9,15,11,33,1
Region 7bcd,48,1,Region 7,13,9,35,1
Region 4,48,0,Region 4,8,6,37,1
Region 6bc,48,1,Region 6,11,8,39,1
Region 7bcd,48,1,Region 7,13,9,41,1
Region 10,48,0,Region 10,2,2,43,1
Region 1,48,0,Region 1,1,1,45,1
Region 11abd,48,1,Region 11,3,3,47,1
Region 2,48,0,Region 2,5,4,49,1
Region 7bcd,48,1,Region 7,13,9,51,1
Region 7a,48,1,Region 7,12,9,53,1
Region 7a,48,1,Region 7,12,9,55,1
Region 8,48,0,Region 8,14,10,57,1
Region 2,48,0,Region 2,5,4,59,1
Region 11abd,48,1,Region 11,3,3,61,1
Region 4,48,0,Region 4,8,6,63,1
Region 1,48,0,Region 1,1,1,65,1
Region 4,48,0,Region 4,8,6,67,1
Region 1,48,0,Region 1,1,1,69,1
Region 6a,48,1,Region 6,10,8,71,1
Region 4,48,0,Region 4,8,6,73,1
Region 1,48,0,Region 1,1,1,75,1
Region 2,48,0,Region 2,5,4,77,1
Region 1,48,0,Region 1,1,1,79,1
Region 9,48,0,Region 9,15,11,81,1
Region 2,48,0,Region 2,5,4,83,1
Region 3a,48,1,Region 3,6,5,85,1
Region 1,48,0,Region 1,1,1,87,1
Region 6a,48,1,Region 6,10,8,89,1
Region 8,48,0,Region 8,14,10,91,1
Region 2,48,0,Region 2,5,4,93,1
Region 9,48,0,Region 9,15,11,95,1
Region 3bc,48,1,Region 3,7,5,97,1
Region 7bcd,48,1,Region 7,13,9,99,1
Region 2,48,0,Region 2,5,4,101,1
Region 9,48,0,Region 9,15,11,103,1
Region 9,48,0,Region 9,15,11,105,1
Region 1,48,0,Region 1,1,1,107,1
Region 10,48,0,Region 10,2,2,109,1
Region 1,48,0,Region 1,1,1,111,1
Region 3a,48,1,Region 3,6,5,113,1
Region 9,48,0,Region 9,15,11,115,1
Region 1,48,0,Region 1,1,1,117,1
Region 4,48,0,Region 4,8,6,119,1
Region 3a,48,1,Region 3,6,5,121,1
Region 8,48,0,Region 8,14,10,123,1
Region 1,48,0,Region 1,1,1,125,1
Region 8,48,0,Region 8,14,10,127,1
Region 1,48,0,Region 1,1,1,129,1
Region 11abd,48,1,Region 11,3,3,131,1
Region 2,48,0,Region 2,5,4,133,1
Region 9,48,0,Region 9,15,11,135,1
Region 8,48,0,Region 8,14,10,137,1
Region 3a,48,1,Region 3,6,5,139,1
Region 10,48,0,Region 10,2,2,141,1
Region 3bc,48,1,Region 3,7,5,143,1
Region 7bcd,48,1,Region 7,13,9,145,1
Region 3bc,48,1,Region 3,7,5,147,1
Region 7a,48,1,Region 7,12,9,149,1
Region 2,48,0,Region 2,5,4,151,1
Region 1,48,0,Region 1,1,1,153,1
Region 2,48,0,Region 2,5,4,155,1
Region 6a,48,1,Region 6,10,8,157,1
Region 4,48,0,Region 4,8,6,159,1
Region 7bcd,48,1,Region 7,13,9,161,1
Region 8,48,0,Region 8,14,10,163,1
Region 9,48,0,Region 9,15,11,165,1
Region 6bc,48,1,Region 6,11,8,167,1
Region 1,48,0,Region 1,1,1,169,1
Region 8,48,0,Region 8,14,10,171,1
Region 9,48,0,Region 9,15,11,173,1
Region 8,48,0,Region 8,14,10,175,1
Region 8,48,0,Region 8,14,10,177,1
Region 1,48,0,Region 1,1,1,179,1
Region 3bc,48,1,Region 3,7,5,181,1
Region 4,48,0,Region 4,8,6,183,1
Region 7bcd,48,1,Region 7,13,9,185,1
Region 8,48,0,Region 8,14,10,187,1
Region 1,48,0,Region 1,1,1,189,1
Region 1,48,0,Region 1,1,1,191,1
Region 7bcd,48,1,Region 7,13,9,193,1
Region 1,48,0,Region 1,1,1,195,1
Region 2,48,0,Region 2,5,4,197,1
Region 5,48,0,Region 5,9,7,199,1
Region 6a,48,1,Region 6,10,8,201,1
Region 4,48,0,Region 4,8,6,203,1
Region 1,48,0,Region 1,1,1,205,1
Region 2,48,0,Region 2,5,4,207,1
Region 7a,48,1,Region 7,12,9,209,1
Region 1,48,0,Region 1,1,1,211,1
Region 4,48,0,Region 4,8,6,213,1
Region 11c (Hidalgo),48,1,Region 11,4,3,215,1
Region 7bcd,48,1,Region 7,13,9,217,1
Region 1,48,0,Region 1,1,1,219,1
Region 3bc,48,1,Region 3,7,5,221,1
Region 4,48,0,Region 4,8,6,223,1
Region 5,48,0,Region 5,9,7,225,1
Region 9,48,0,Region 9,15,11,227,1
Region 10,48,0,Region 10,2,2,229,1
Region 3a,48,1,Region 3,6,5,231,1
Region 1,48,0,Region 1,1,1,233,1
Region 9,48,0,Region 9,15,11,235,1
Region 2,48,0,Region 2,5,4,237,1
Region 8,48,0,Region 8,14,10,239,1
Region 5,48,0,Region 5,9,7,241,1
Region 10,48,0,Region 10,2,2,243,1
Region 5,48,0,Region 5,9,7,245,1
Region 11abd,48,1,Region 11,3,3,247,1
Region 11abd,48,1,Region 11,3,3,249,1
Region 3bc,48,1,Region 3,7,5,251,1
Region 2,48,0,Region 2,5,4,253,1
Region 8,48,0,Region 8,14,10,255,1
Region 3a,48,1,Region 3,6,5,257,1
Region 8,48,0,Region 8,14,10,259,1
Region 11abd,48,1,Region 11,3,3,261,1
Region 2,48,0,Region 2,5,4,263,1
Region 8,48,0,Region 8,14,10,265,1
Region 9,48,0,Region 9,15,11,267,1
Region 1,48,0,Region 1,1,1,269,1
Region 8,48,0,Region 8,14,10,271,1
Region 11abd,48,1,Region 11,3,3,273,1
Region 2,48,0,Region 2,5,4,275,1
Region 4,48,0,Region 4,8,6,277,1
Region 1,48,0,Region 1,1,1,279,1
Region 7bcd,48,1,Region 7,13,9,281,1
Region 8,48,0,Region 8,14,10,283,1
Region 8,48,0,Region 8,14,10,285,1
Region 7a,48,1,Region 7,12,9,287,1
Region 7bcd,48,1,Region 7,13,9,289,1
Region 6a,48,1,Region 6,10,8,291,1
Region 7bcd,48,1,Region 7,13,9,293,1
Region 1,48,0,Region 1,1,1,295,1
Region 11abd,48,1,Region 11,3,3,297,1
Region 7a,48,1,Region 7,12,9,299,1
Region 9,48,0,Region 9,15,11,301,1
Region 1,48,0,Region 1,1,1,303,1
Region 1,48,0,Region 1,1,1,305,1
Region 9,48,0,Region 9,15,11,307,1
Region 7bcd,48,1,Region 7,13,9,309,1
Region 11abd,48,1,Region 11,3,3,311,1
Region 7bcd,48,1,Region 7,13,9,313,1
Region 4,48,0,Region 4,8,6,315,1
Region 9,48,0,Region 9,15,11,317,1
Region 9,48,0,Region 9,15,11,319,1
Region 6bc,48,1,Region 6,11,8,321,1
Region 8,48,0,Region 8,14,10,323,1
Region 8,48,0,Region 8,14,10,325,1
Region 9,48,0,Region 9,15,11,327,1
Region 9,48,0,Region 9,15,11,329,1
Region 7bcd,48,1,Region 7,13,9,331,1
Region 7bcd,48,1,Region 7,13,9,333,1
Region 2,48,0,Region 2,5,4,335,1
Region 2,48,0,Region 2,5,4,337,1
Region 6a,48,1,Region 6,10,8,339,1
Region 1,48,0,Region 1,1,1,341,1
Region 4,48,0,Region 4,8,6,343,1
Region 1,48,0,Region 1,1,1,345,1
Region 5,48,0,Region 5,9,7,347,1
Region 3a,48,1,Region 3,6,5,349,1
Region 5,48,0,Region 5,9,7,351,1
Region 2,48,0,Region 2,5,4,353,1
Region 11abd,48,1,Region 11,3,3,355,1
Region 1,48,0,Region 1,1,1,357,1
Region 1,48,0,Region 1,1,1,359,1
Region 5,48,0,Region 5,9,7,361,1
Region 3bc,48,1,Region 3,7,5,363,1
Region 4,48,0,Region 4,8,6,365,1
Region 3bc,48,1,Region 3,7,5,367,1
Region 1,48,0,Region 1,1,1,369,1
Region 9,48,0,Region 9,15,11,371,1
Region 5,48,0,Region 5,9,7,373,1
Region 1,48,0,Region 1,1,1,375,1
Region 10,48,0,Region 10,2,2,377,1
Region 4,48,0,Region 4,8,6,379,1
Region 1,48,0,Region 1,1,1,381,1
Region 9,48,0,Region 9,15,11,383,1
Region 8,48,0,Region 8,14,10,385,1
Region 4,48,0,Region 4,8,6,387,1
Region 9,48,0,Region 9,15,11,389,1
Region 11abd,48,1,Region 11,3,3,391,1
Region 1,48,0,Region 1,1,1,393,1
Region 7bcd,48,1,Region 7,13,9,395,1
Region 3a,48,1,Region 3,6,5,397,1
Region 2,48,0,Region 2,5,4,399,1
Region 4,48,0,Region 4,8,6,401,1
Region 5,48,0,Region 5,9,7,403,1
Region 5,48,0,Region 5,9,7,405,1
Region 5,48,0,Region 5,9,7,407,1
Region 11abd,48,1,Region 11,3,3,409,1
Region 7bcd,48,1,Region 7,13,9,411,1
Region 9,48,0,Region 9,15,11,413,1
Region 2,48,0,Region 2,5,4,415,1
Region 2,48,0,Region 2,5,4,417,1
Region 5,48,0,Region 5,9,7,419,1
Region 1,48,0,Region 1,1,1,421,1
Region 4,48,0,Region 4,8,6,423,1
Region 3bc,48,1,Region 3,7,5,425,1
Region 11abd,48,1,Region 11,3,3,427,1
Region 2,48,0,Region 2,5,4,429,1
Region 9,48,0,Region 9,15,11,431,1
Region 2,48,0,Region 2,5,4,433,1
Region 9,48,0,Region 9,15,11,435,1
Region 1,48,0,Region 1,1,1,437,1
Region 3bc,48,1,Region 3,7,5,439,1
Region 2,48,0,Region 2,5,4,441,1
Region 9,48,0,Region 9,15,11,443,1
Region 1,48,0,Region 1,1,1,445,1
Region 2,48,0,Region 2,5,4,447,1
Region 4,48,0,Region 4,8,6,449,1
Region 9,48,0,Region 9,15,11,451,1
Region 7a,48,1,Region 7,12,9,453,1
Region 5,48,0,Region 5,9,7,455,1
Region 5,48,0,Region 5,9,7,457,1
Region 4,48,0,Region 4,8,6,459,1
Region 9,48,0,Region 9,15,11,461,1
Region 8,48,0,Region 8,14,10,463,1
Region 8,48,0,Region 8,14,10,465,1
Region 4,48,0,Region 4,8,6,467,1
Region 8,48,0,Region 8,14,10,469,1
Region 6a,48,1,Region 6,10,8,471,1
Region 6a,48,1,Region 6,10,8,473,1
Region 9,48,0,Region 9,15,11,475,1
Region 7bcd,48,1,Region 7,13,9,477,1
Region 11abd,48,1,Region 11,3,3,479,1
Region 6a,48,1,Region 6,10,8,481,1
Region 1,48,0,Region 1,1,1,483,1
Region 2,48,0,Region 2,5,4,485,1
Region 2,48,0,Region 2,5,4,487,1
Region 11abd,48,1,Region 11,3,3,489,1
Region 7a,48,1,Region 7,12,9,491,1
Region 8,48,0,Region 8,14,10,493,1
Region 9,48,0,Region 9,15,11,495,1
Region 3bc,48,1,Region 3,7,5,497,1
Region 4,48,0,Region 4,8,6,499,1
Region 1,48,0,Region 1,1,1,501,1
Region 2,48,0,Region 2,5,4,503,1
Region 11abd,48,1,Region 11,3,3,505,1
Region 8,48,0,Region 8,14,10,507,1
Southwest,49,1,"Central, Four Corners, San Juan, and Southwest",5,2,1,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,3,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,5,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,7,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,9,1
Davis County,49,0,Davis County,3,3,11,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,13,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,15,1
Southwest,49,1,"Central, Four Corners, San Juan, and Southwest",5,2,17,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,19,1
Southwest,49,1,"Central, Four Corners, San Juan, and Southwest",5,2,21,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,23,1
Southwest,49,1,"Central, Four Corners, San Juan, and Southwest",5,2,25,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,27,1
"Weber, Morgan",49,0,"Weber, Morgan",7,6,29,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,31,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,33,1
Salt Lake County,49,0,Salt Lake County,4,4,35,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,37,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,39,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,41,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,43,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,45,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,47,1
Utah County,49,0,Utah County,6,5,49,1
"Bear River, Northeastern, Summit, Tooele, and Wasatch",49,0,"Bear River, Northeastern, Summit, Tooele, and Wasatch",1,1,51,1
Southwest,49,1,"Central, Four Corners, San Juan, and Southwest",5,2,53,1
"Central, Four Corners, and San Juan",49,1,"Central, Four Corners, San Juan, and Southwest",2,2,55,1
"Weber, Morgan",49,0,"Weber, Morgan",7,6,57,1
Champlain Valley,50,0,,1,,1,1
Rural Southwest,50,0,,4,,3,1
Rural Northeast,50,0,,2,,5,1
Champlain Valley,50,0,,1,,7,1
Rural Northeast,50,0,,2,,9,1
Champlain Valley,50,0,,1,,11,1
Champlain Valley,50,0,,1,,13,1
Rural Northeast,50,0,,2,,15,1
Rural Southeast,50,0,,3,,17,1
Rural Northeast,50,0,,2,,19,1
Rural Southwest,50,0,,4,,21,1
Rural Northeast,50,0,,2,,23,1
Rural Southeast,50,0,,3,,25,1
Rural Southeast,50,0,,3,,27,1
Region 5,51,0,,5,,1,1
Region 1,51,0,,1,,3,1
Region 3,51,0,,3,,5,1
Region 4,51,0,,4,,7,1
Region 3,51,0,,3,,9,1
Region 3,51,0,,3,,11,1
Region 2,51,0,,2,,13,1
Region 1,51,0,,1,,15,1
Region 1,51,0,,1,,17,1
Region 3,51,0,,3,,19,1
Region 3,51,0,,3,,21,1
Region 3,51,0,,3,,23,1
Region 4,51,0,,4,,25,1
Region 3,51,0,,3,,27,1
Region 4,51,0,,4,,29,1
Region 3,51,0,,3,,31,1
Region 1,51,0,,1,,33,1
Region 3,51,0,,3,,35,1
Region 4,51,0,,4,,36,1
Region 4,51,0,,4,,37,1
Region 4,51,0,,4,,41,1
Region 1,51,0,,1,,43,1
Region 3,51,0,,3,,45,1
Region 1,51,0,,1,,47,1
Region 4,51,0,,4,,49,1
Region 3,51,0,,3,,51,1
Region 4,51,0,,4,,53,1
Region 5,51,0,,5,,57,1
Region 2,51,0,,2,,59,1
Region 1,51,0,,1,,61,1
Region 3,51,0,,3,,63,1
Region 1,51,0,,1,,65,1
Region 3,51,0,,3,,67,1
Region 1,51,0,,1,,69,1
Region 3,51,0,,3,,71,1
Region 5,51,0,,5,,73,1
Region 4,51,0,,4,,75,1
Region 3,51,0,,3,,77,1
Region 1,51,0,,1,,79,1
Region 4,51,0,,4,,81,1
Region 4,51,0,,4,,83,1
Region 4,51,0,,4,,85,1
Region 4,51,0,,4,,87,1
Region 3,51,0,,3,,89,1
Region 1,51,0,,1,,91,1
Region 5,51,0,,5,,93,1
Region 5,51,0,,5,,95,1
Region 5,51,0,,5,,97,1
Region 1,51,0,,1,,99,1
Region 5,51,0,,5,,101,1
Region 5,51,0,,5,,103,1
Region 3,51,0,,3,,105,1
Region 2,51,0,,2,,107,1
Region 1,51,0,,1,,109,1
Region 4,51,0,,4,,111,1
Region 1,51,0,,1,,113,1
Region 5,51,0,,5,,115,1
Region 4,51,0,,4,,117,1
Region 5,51,0,,5,,119,1
Region 3,51,0,,3,,121,1
Region 1,51,0,,1,,125,1
Region 4,51,0,,4,,127,1
Region 5,51,0,,5,,131,1
Region 5,51,0,,5,,133,1
Region 4,51,0,,4,,135,1
Region 1,51,0,,1,,137,1
Region 1,51,0,,1,,139,1
Region 3,51,0,,3,,141,1
Region 3,51,0,,3,,143,1
Region 4,51,0,,4,,145,1
Region 4,51,0,,4,,147,1
Region 4,51,0,,4,,149,1
Region 2,51,0,,2,,153,1
Region 3,51,0,,3,,155,1
Region 1,51,0,,1,,157,1
Region 5,51,0,,5,,159,1
Region 3,51,0,,3,,161,1
Region 1,51,0,,1,,163,1
Region 1,51,0,,1,,165,1
Region 3,51,0,,3,,167,1
Region 3,51,0,,3,,169,1
Region 1,51,0,,1,,171,1
Region 3,51,0,,3,,173,1
Region 5,51,0,,5,,175,1
Region 1,51,0,,1,,177,1
Region 1,51,0,,1,,179,1
Region 4,51,0,,4,,181,1
Region 4,51,0,,4,,183,1
Region 3,51,0,,3,,185,1
Region 1,51,0,,1,,187,1
Region 3,51,0,,3,,191,1
Region 5,51,0,,5,,193,1
Region 3,51,0,,3,,195,1
Region 3,51,0,,3,,197,1
Region 5,51,0,,5,,199,1
Region 2,51,0,,2,,510,1
Region 3,51,0,,3,,520,1
Region 1,51,0,,1,,530,1
Region 1,51,0,,1,,540,1
Region 5,51,0,,5,,550,1
Region 4,51,0,,4,,570,1
Region 3,51,0,,3,,580,1
Region 3,51,0,,3,,590,1
Region 4,51,0,,4,,595,1
Region 2,51,0,,2,,600,1
Region 2,51,0,,2,,610,1
Region 5,51,0,,5,,620,1
Region 1,51,0,,1,,630,1
Region 3,51,0,,3,,640,1
Region 5,51,0,,5,,650,1
Region 1,51,0,,1,,660,1
Region 4,51,0,,4,,670,1
Region 1,51,0,,1,,678,1
Region 3,51,0,,3,,680,1
Region 2,51,0,,2,,683,1
Region 2,51,0,,2,,685,1
Region 3,51,0,,3,,690,1
Region 5,51,0,,5,,700,1
Region 5,51,0,,5,,710,1
Region 3,51,0,,3,,720,1
Region 4,51,0,,4,,730,1
Region 5,51,0,,5,,735,1
Region 5,51,0,,5,,740,1
Region 3,51,0,,3,,750,1
Region 4,51,0,,4,,760,1
Region 3,51,0,,3,,770,1
Region 3,51,0,,3,,775,1
Region 1,51,0,,1,,790,1
Region 5,51,0,,5,,800,1
Region 5,51,0,,5,,810,1
Region 1,51,0,,1,,820,1
Region 5,51,0,,5,,830,1
Region 1,51,0,,1,,840,1
Spokane,53,1,Region 1,7,1,1,1
Greater Columbia and North Central,53,1,Region 1,1,1,3,1
Greater Columbia and North Central,53,1,Region 1,1,1,5,1
Greater Columbia and North Central,53,1,Region 1,1,1,7,1
Salish,53,1,Region 3,6,3,9,1
SW WA and Great Rivers,53,1,Region 3,5,3,11,1
Greater Columbia and North Central,53,1,Region 1,1,1,13,1
SW WA and Great Rivers,53,1,Region 3,5,3,15,1
Greater Columbia and North Central,53,1,Region 1,1,1,17,1
Spokane,53,1,Region 1,7,1,19,1
Greater Columbia and North Central,53,1,Region 1,1,1,21,1
Greater Columbia and North Central,53,1,Region 1,1,1,23,1
Greater Columbia and North Central,53,1,Region 1,1,1,25,1
SW WA and Great Rivers,53,1,Region 3,5,3,27,1
North Sound,53,1,Region 2,3,2,29,1
Salish,53,1,Region 3,6,3,31,1
King,53,1,Region 2,2,2,33,1
Salish,53,1,Region 3,6,3,35,1
Greater Columbia and North Central,53,1,Region 1,1,1,37,1
Greater Columbia and North Central,53,1,Region 1,1,1,39,1
SW WA and Great Rivers,53,1,Region 3,5,3,41,1
Spokane,53,1,Region 1,7,1,43,1
Thurston-Mason,53,1,Region 3,8,3,45,1
Spokane,53,1,Region 1,7,1,47,1
SW WA and Great Rivers,53,1,Region 3,5,3,49,1
Spokane,53,1,Region 1,7,1,51,1
Pierce,53,1,Region 3,4,3,53,1
North Sound,53,1,Region 2,3,2,55,1
North Sound,53,1,Region 2,3,2,57,1
SW WA and Great Rivers,53,1,Region 3,5,3,59,1
North Sound,53,1,Region 2,3,2,61,1
Spokane,53,1,Region 1,7,1,63,1
Spokane,53,1,Region 1,7,1,65,1
Thurston-Mason,53,1,Region 3,8,3,67,1
SW WA and Great Rivers,53,1,Region 3,5,3,69,1
Greater Columbia and North Central,53,1,Region 1,1,1,71,1
North Sound,53,1,Region 2,3,2,73,1
Greater Columbia and North Central,53,1,Region 1,1,1,75,1
Greater Columbia and North Central,53,1,Region 1,1,1,77,1
Region IV,54,0,,4,,1,1
Region II,54,0,,2,,3,1
Region V,54,0,,5,,5,1
Region IV,54,0,,4,,7,1
Region I,54,0,,1,,9,1
Region V,54,0,,5,,11,1
Region III,54,0,,3,,13,1
Region V,54,0,,5,,15,1
Region IV,54,0,,4,,17,1
Region VI,54,0,,6,,19,1
Region IV,54,0,,4,,21,1
Region II,54,0,,2,,23,1
Region VI,54,0,,6,,25,1
Region II,54,0,,2,,27,1
Region I,54,0,,1,,29,1
Region II,54,0,,2,,31,1
Region IV,54,0,,4,,33,1
Region III,54,0,,3,,35,1
Region II,54,0,,2,,37,1
Region V,54,0,,5,,39,1
Region IV,54,0,,4,,41,1
Region V,54,0,,5,,43,1
Region V,54,0,,5,,45,1
Region VI,54,0,,6,,47,1
Region IV,54,0,,4,,49,1
Region I,54,0,,1,,51,1
Region V,54,0,,5,,53,1
Region VI,54,0,,6,,55,1
Region II,54,0,,2,,57,1
Region V,54,0,,5,,59,1
Region IV,54,0,,4,,61,1
Region VI,54,0,,6,,63,1
Region II,54,0,,2,,65,1
Region VI,54,0,,6,,67,1
Region I,54,0,,1,,69,1
Region II,54,0,,2,,71,1
Region III,54,0,,3,,73,1
Region VI,54,0,,6,,75,1
Region IV,54,0,,4,,77,1
Region V,54,0,,5,,79,1
Region VI,54,0,,6,,81,1
Region IV,54,0,,4,,83,1
Region III,54,0,,3,,85,1
Region III,54,0,,3,,87,1
Region VI,54,0,,6,,89,1
Region IV,54,0,,4,,91,1
Region IV,54,0,,4,,93,1
Region III,54,0,,3,,95,1
Region IV,54,0,,4,,97,1
Region V,54,0,,5,,99,1
Region VI,54,0,,6,,101,1
Region I,54,0,,1,,103,1
Region III,54,0,,3,,105,1
Region III,54,0,,3,,107,1
Region VI,54,0,,6,,109,1
Southern,55,0,,5,,1,1
