STATEFP,NAME,latitude,longitude
39,Ohio,40.107216,-84.808706
39,Ohio,40.3100959150341,-84.8049173025784
39,Ohio,40.352762230297095,-84.8041205270149
39,Ohio,40.352844,-84.804119
39,Ohio,40.465386621719794,-84.8029313665713
39,Ohio,40.50181,-84.80254699999999
39,Ohio,40.5722128806467,-84.8024138785794
39,Ohio,40.7281459368726,-84.80211903226379
39,Ohio,40.728162999999995,-84.80211899999999
39,Ohio,40.922568713921,-84.8026702061534
39,Ohio,40.9893740520086,-84.8028596219514
39,Ohio,41.121414,-84.80323399999999
39,Ohio,41.2525616835482,-84.80364498225559
39,Ohio,41.271258330570596,-84.8037035726169
39,Ohio,41.408291999999996,-84.804133
39,Ohio,41.4260497115499,-84.8042532576115
39,Ohio,41.530137813388194,-84.80495815623959
39,Ohio,41.696089,-84.80608199999999
39,Ohio,41.704903,-84.43806699999999
39,Ohio,41.70592135740559,-84.3995487854742
39,Ohio,41.7069558826335,-84.3604190413973
39,Ohio,41.712931,-84.134417
39,Ohio,41.7201944903196,-83.88039046535329
39,Ohio,41.7235468017856,-83.7631498513652
39,Ohio,41.723549999999996,-83.763038
39,Ohio,41.7287720285128,-83.5855418421088
39,Ohio,41.732647,-83.45383199999999
39,Ohio,41.691247,-83.409531
39,Ohio,41.701561999999996,-83.326825
39,Ohio,41.644217999999995,-83.23165999999999
39,Ohio,41.624130312973996,-83.1638214175228
39,Ohio,41.59534,-83.066593
39,Ohio,41.555656,-83.028072
39,Ohio,41.514353,-82.93436899999999
39,Ohio,41.576370999999995,-82.85953099999999
39,Ohio,41.587587,-82.83410099999999
39,Ohio,41.54193,-82.717878
39,Ohio,41.496705795438196,-82.6905671606649
39,Ohio,41.492323999999996,-82.687921
39,Ohio,41.428425,-82.616952
39,Ohio,41.391157,-82.533208
39,Ohio,41.386316,-82.460599
39,Ohio,41.426643999999996,-82.361784
39,Ohio,41.427263308734496,-82.3480192068912
39,Ohio,41.430842,-82.268479
39,Ohio,41.471634,-82.181598
39,Ohio,41.496911986784696,-82.07115045287361
39,Ohio,41.51444,-81.994565
39,Ohio,41.5038610079018,-81.968480702529
39,Ohio,41.50055329259779,-81.9603249700039
39,Ohio,41.491443,-81.937862
39,Ohio,41.4952594192894,-81.8225035796994
39,Ohio,41.495647999999996,-81.81075799999999
39,Ohio,41.4914896464763,-81.7685751416216
39,Ohio,41.48855,-81.738755
39,Ohio,41.540458,-81.633652
